조사월,기온_C,야간기온_C,DIF,EC_dS_m,일사량_Wm2,slr_wma,관수량,경과일,GDD정규화,GDD정규화_sq,적산온도,누적일사량,CU_norm,연간CU,NDVI,ET0_mm,종형_T,종형_EC,줄기굵기_실측,엽장_실측,런너번호,꽃수,관부직경_mm,과실수대리,과당무게대리_g,수확량_kg_10a,당도_Brix,특품율
2,-1.3,-10.2,8.9,1.97,422.7,422.9,1.8,38.0,0.3193,0.1019,-2.4,1619.7,0.6824,846.0,0.604,0.5,496.2,0.7527,3.4,10.5,4.0,13.132688476912254,5.85,9.2,14.8,795.0,7.99,0.437
4,12.1,-1.2,13.3,0.67,489.6,486.4,0.9,65.0,0.764,0.5837,39.1,3162.1,0.4727,678.0,0.7504,0.5,79.26,0.1862,4.7,13.0,2.0,8.633179261275568,8.09,6.85,22.6,1619.2,8.52,0.635
1,-4.7,-13.8,9.1,1.22,221.0,224.9,1.7,39.0,0.3228,0.1042,-9.1,855.9,0.8327,966.0,0.4427,0.5,661.5,0.0138,5.42,5.0,3.0,15.676713427850176,9.33,11.82,13.9,795.0,9.04,0.449
1,-1.7,-11.4,9.7,1.18,209.8,193.3,3.7,12.0,0.1031,0.0106,-1.1,259.6,0.5567,745.0,0.2766,0.5,515.97,0.0069,5.9,10.6,2.0,15.243957637073764,10.15,11.88,14.2,795.0,7.62,0.401
11,10.8,-2.1,12.9,1.13,327.8,332.1,3.3,40.0,0.3909,0.1528,21.8,1325.2,0.5005,700.0,0.2932,0.5,104.02,0.0008,5.1,7.0,4.0,15.117598599922275,8.78,10.54,18.7,795.0,9.37,0.425
1,-0.6,-10.3,9.7,0.74,293.9,306.9,3.9,54.0,0.4511,0.2035,-1.7,1591.2,0.6709,837.0,0.4974,0.5,467.01,0.1306,4.0,8.0,1.0,13.810168905732402,6.88,11.49,16.6,795.0,8.94,0.437
4,15.1,6.8,8.3,1.17,476.9,473.2,1.9,52.0,0.875,0.7656,39.2,2472.4,0.5813,765.0,0.833,0.5,34.48,0.0048,5.9,9.0,1.0,13.10708484899085,10.15,10.9,17.2,1761.0,11.47,0.429
12,3.1,-5.0,8.2,1.42,243.3,254.8,2.1,25.0,0.2124,0.0451,4.0,620.0,0.5034,703.0,0.4044,0.5,319.7,0.1008,6.44,12.0,4.0,11.3667001917057,11.08,7.73,12.9,795.0,6.62,0.442
12,5.3,-6.8,12.1,1.19,331.8,320.8,0.9,35.0,0.2912,0.0848,9.2,1159.5,0.5367,729.0,0.3828,0.5,247.73,0.0089,3.6,12.0,3.0,20.092496319624345,6.19,14.9,18.0,795.0,7.44,0.401
4,13.3,1.1,12.1,1.49,492.4,505.1,3.0,52.0,0.7128,0.5081,34.3,2552.2,0.6386,811.0,0.6941,0.5,60.04,0.15,3.8,10.0,2.0,10.268177526164248,6.54,8.21,19.7,2670.1,10.44,0.528
1,-2.4,-13.1,10.7,1.37,288.5,289.7,3.3,51.0,0.4243,0.18,-6.1,1468.7,0.6368,809.0,0.5535,0.5,546.81,0.0739,5.3,12.0,2.0,15.483638609464915,9.12,12.12,15.8,795.0,9.56,0.467
1,1.4,-12.3,13.7,1.33,288.0,284.3,3.9,33.0,0.2783,0.0774,2.4,961.9,0.6615,829.0,0.4282,0.5,382.23,0.0522,3.4,13.0,2.0,18.258362954496643,5.85,14.22,18.3,795.0,7.84,0.465
3,8.6,-4.6,13.3,1.35,412.3,419.2,3.9,24.0,0.1976,0.039,10.2,977.5,0.5115,709.0,0.3777,0.5,153.13,0.0636,5.2,10.0,3.0,15.044080555794004,8.95,11.09,19.7,795.0,9.51,0.474
11,10.2,-1.2,11.4,0.45,322.8,327.3,3.0,37.0,0.3173,0.1007,18.7,1183.2,0.7694,915.0,0.3098,0.5,116.75,0.4161,4.3,12.0,2.0,17.79692928300892,7.4,13.96,19.2,795.0,8.86,0.534
12,5.6,-7.0,12.5,1.77,227.0,222.8,2.4,21.0,0.1719,0.0296,5.7,468.2,0.8467,977.0,0.4307,0.5,238.07,0.4424,5.7,17.3,3.0,7.981753108797143,9.81,6.06,15.3,795.0,8.27,0.395
2,-0.6,-11.0,10.4,0.97,347.4,361.9,2.1,14.0,0.1201,0.0144,-0.4,500.9,0.5817,765.0,0.3099,0.5,466.26,0.0156,5.91,8.0,3.0,17.805717331124182,10.17,13.22,17.4,795.0,7.74,0.323
12,1.6,-7.3,8.8,1.09,341.4,332.9,2.9,46.0,0.3855,0.1486,3.6,1579.2,0.9158,1033.0,0.3862,0.5,377.77,0.0001,2.9,14.2,1.0,9.859288192261257,4.99,8.73,15.8,795.0,9.56,0.368
1,0.1,-11.1,11.1,1.05,280.0,278.6,3.4,40.0,0.3337,0.1114,0.1,1121.4,0.6609,829.0,0.4202,0.5,437.93,0.0024,5.38,13.0,3.0,10.955519578831652,9.26,8.15,16.8,795.0,8.53,0.475
4,16.3,7.9,8.4,0.88,529.5,538.0,0.8,34.0,0.6394,0.4089,27.7,1799.4,0.6009,781.0,0.6318,0.5,22.19,0.0496,4.9,11.0,3.0,10.443984440187242,8.43,7.71,18.8,2625.5,8.55,0.403
4,12.9,4.2,8.7,0.72,482.6,472.4,2.0,34.0,0.4507,0.2031,22.1,1659.8,0.7661,913.0,0.5252,0.5,66.23,0.1479,4.6,9.1,4.0,13.372066868994521,7.91,9.44,18.7,795.0,9.27,0.475
11,10.5,-1.4,11.9,1.17,428.6,431.6,0.1,49.0,0.455,0.207,26.0,2111.8,0.6401,812.0,0.5657,0.5,109.41,0.0045,3.64,10.0,2.0,13.777039809319326,6.26,10.84,19.3,795.0,8.11,0.382
12,0.7,-12.2,13.0,0.3,311.2,323.8,2.4,52.0,0.434,0.1884,1.9,1620.7,0.7508,901.0,0.4256,0.5,410.66,0.64,5.62,10.5,1.0,8.571967497695695,9.67,7.63,20.6,795.0,8.01,0.468
12,-3.7,-11.7,8.0,1.21,228.9,223.6,2.3,18.0,0.1537,0.0236,-3.4,422.2,0.8032,943.0,0.3764,0.5,607.89,0.0129,4.1,8.3,1.0,16.012687726258612,7.05,13.25,13.1,795.0,7.15,0.338
2,1.8,-8.8,10.7,0.3,446.5,451.2,1.3,53.0,0.4402,0.1938,4.9,2358.6,0.2992,539.0,0.5768,0.5,367.01,0.64,5.7,10.0,1.0,12.792583155548604,9.81,10.43,20.8,795.0,8.75,0.52
12,0.2,-13.4,13.6,1.4,180.8,186.4,2.0,29.0,0.2449,0.06,0.2,531.3,0.6237,799.0,0.382,0.5,434.12,0.0921,6.0,10.0,2.0,8.130307980085218,10.32,6.6,16.4,795.0,8.34,0.453
12,-0.6,-14.6,14.0,0.6,212.9,216.3,3.5,15.0,0.1268,0.0161,-0.4,324.0,0.6561,825.0,0.3028,0.5,465.82,0.2521,4.65,8.5,2.0,14.028346011734763,8.0,11.05,19.2,795.0,8.51,0.367
3,8.1,-5.4,13.5,1.01,406.2,397.3,3.6,42.0,0.3479,0.121,16.8,1695.7,0.634,807.0,0.5403,0.5,167.26,0.0082,4.1,12.0,1.0,7.907256013264344,7.05,7.04,20.7,795.0,7.94,0.449
4,16.5,6.3,10.2,1.0,569.2,560.6,2.3,41.0,0.7834,0.6137,33.7,2327.1,0.6578,826.0,0.8862,0.5,20.27,0.0094,3.85,13.5,4.0,13.681430568577753,6.62,9.59,20.5,3875.6,11.01,0.443
4,7.6,-5.4,12.9,1.11,401.9,398.8,0.4,19.0,0.1613,0.026,7.3,777.7,0.5606,749.0,0.3645,0.5,180.72,0.0002,5.93,7.4,1.0,15.085273895979697,10.2,12.36,19.9,795.0,5.66,0.344
1,1.8,-9.4,11.2,1.35,282.5,283.9,0.2,22.0,0.1812,0.0328,1.9,614.4,0.6886,851.0,0.3759,0.5,369.34,0.064,5.51,9.0,2.0,13.039934926494347,9.48,10.33,16.1,795.0,7.24,0.409
3,9.1,-4.8,14.0,0.91,469.6,465.5,3.8,56.0,0.4703,0.2212,25.8,2650.3,0.6011,781.0,0.472,0.5,140.56,0.0375,5.6,11.9,3.0,18.338279216519542,9.64,13.63,22.3,795.0,9.42,0.44
4,17.2,6.8,10.5,1.29,590.5,594.3,3.8,47.0,0.9643,0.9298,40.7,2791.7,0.8103,948.0,0.7606,0.5,14.16,0.0364,2.9,11.0,3.0,19.639229335354777,4.99,14.78,20.3,2396.4,13.67,0.508
4,11.5,3.3,8.3,1.07,479.0,462.2,0.9,19.0,0.2046,0.0418,10.8,898.5,0.7031,862.0,0.3246,0.5,89.44,0.0008,5.25,8.5,1.0,12.56860803135763,9.03,10.59,17.4,1167.3,8.59,0.398
2,2.7,-8.0,10.7,0.58,336.7,336.5,1.5,47.0,0.3895,0.1517,6.3,1573.7,0.611,789.0,0.5687,0.5,334.69,0.2666,4.0,13.5,4.0,18.190020998871045,6.88,12.93,18.4,795.0,8.81,0.379
12,1.9,-7.1,9.1,1.01,206.5,195.5,1.6,14.0,0.1174,0.0138,1.4,290.9,0.4433,655.0,0.2362,0.5,363.05,0.0081,5.0,14.0,3.0,13.786077549663013,8.6,10.09,14.1,795.0,6.61,0.337
3,5.3,-5.6,11.0,1.06,505.8,508.7,3.5,53.0,0.4446,0.1976,14.2,2698.6,0.7389,891.0,0.5728,0.5,245.87,0.0016,4.2,17.0,4.0,14.268307832770496,7.23,10.09,20.0,795.0,8.97,0.426
12,4.0,-6.1,10.1,0.9,326.5,337.6,1.3,11.0,0.0903,0.0082,2.2,353.9,0.5542,743.0,0.4366,0.5,289.38,0.0387,3.6,9.0,1.0,9.244060391989207,6.19,7.98,17.0,795.0,5.31,0.399
3,7.1,-3.0,10.1,0.82,376.5,380.2,1.7,49.0,0.4096,0.1678,17.5,1850.7,0.6841,847.0,0.4383,0.5,193.05,0.0774,6.0,10.0,2.0,18.69951356248159,10.32,14.57,18.0,795.0,7.02,0.363
4,12.5,4.0,8.5,1.96,514.7,500.7,2.7,64.0,0.7947,0.6316,39.8,3291.9,0.5143,711.0,0.5397,0.5,73.01,0.7443,5.5,14.1,1.0,7.460630151881416,9.46,6.61,15.9,1062.6,9.55,0.528
3,7.1,-2.8,9.9,1.12,397.3,393.5,0.7,21.0,0.173,0.0299,7.4,824.7,0.8057,945.0,0.1967,0.5,193.16,0.0006,5.1,8.5,1.0,12.693731175769644,8.78,10.76,17.4,795.0,5.61,0.456
12,-2.8,-14.9,12.1,1.39,222.5,223.5,3.8,21.0,0.1737,0.0302,-3.0,463.8,0.6991,859.0,0.2041,0.5,568.1,0.0847,4.6,16.2,4.0,8.567052357744402,7.91,5.78,15.8,795.0,8.86,0.415
4,17.3,6.3,11.0,1.36,444.2,440.7,2.1,59.0,1.0,1.0,50.9,2615.0,0.8262,961.0,0.8022,0.5,13.74,0.0677,5.4,12.3,4.0,9.04060055867042,9.29,6.24,18.3,3407.8,12.52,0.541
1,-2.8,-14.9,12.1,0.87,253.7,244.7,2.6,27.0,0.2249,0.0506,-3.8,684.9,0.7388,891.0,0.3421,0.5,568.34,0.0513,4.5,10.0,1.0,16.09521817378021,7.74,13.26,17.6,795.0,8.21,0.45
4,12.9,-0.8,13.7,1.34,503.2,513.0,2.9,47.0,0.6249,0.3905,30.5,2373.8,0.5756,760.0,0.5621,0.5,64.84,0.0584,4.3,14.8,2.0,13.056494132941905,7.4,10.25,21.5,1132.5,10.39,0.387
12,3.3,-9.0,12.2,1.6,351.8,356.7,3.6,15.0,0.1242,0.0154,2.4,524.5,0.579,763.0,0.2987,0.5,314.33,0.2452,4.6,11.0,1.0,20.267717910755792,7.91,16.26,17.4,795.0,7.33,0.311
1,-2.2,-13.3,11.1,1.46,355.7,358.8,1.9,47.0,0.392,0.1537,-5.3,1673.3,0.7532,903.0,0.4338,0.5,540.13,0.1279,4.53,13.0,2.0,14.92902390392318,7.79,11.8,16.8,795.0,9.06,0.466
12,-2.6,-11.5,8.9,1.8,368.4,367.8,2.5,42.0,0.3484,0.1214,-5.3,1540.1,0.4966,697.0,0.5195,0.5,554.62,0.4901,6.4,14.0,4.0,8.098443729540048,11.01,5.27,14.5,795.0,8.74,0.383
11,6.3,-5.4,11.6,1.86,289.5,300.1,3.8,57.0,0.4738,0.2245,17.8,1645.6,0.6414,813.0,0.4798,0.5,217.37,0.5821,4.52,7.1,2.0,12.99113161410384,7.78,10.26,15.3,795.0,8.91,0.399
12,2.8,-7.4,10.1,0.99,294.3,287.4,3.1,21.0,0.1748,0.0306,2.9,617.4,0.5385,731.0,0.4954,0.5,332.88,0.0128,5.7,10.0,3.0,15.050654809102666,9.81,11.12,16.3,795.0,7.1,0.387
3,4.3,-8.8,13.2,1.5,398.5,407.5,3.4,26.0,0.2207,0.0487,5.7,1055.3,0.8056,944.0,0.3097,0.5,277.53,0.1581,4.21,9.0,3.0,14.102159561658038,7.24,10.62,19.1,795.0,7.6,0.361
1,-7.3,-16.8,9.5,0.54,324.1,334.9,0.9,61.0,0.5091,0.2592,-22.2,1980.0,0.7639,911.0,0.6672,0.5,799.95,0.3134,6.0,12.5,1.0,15.829626528620063,10.32,13.08,17.4,795.0,8.7,0.414
4,11.9,-0.1,12.0,1.03,482.8,472.1,1.4,61.0,0.6979,0.487,36.1,2931.3,0.3962,617.0,0.6208,0.5,82.89,0.0052,4.1,11.3,1.0,9.15160286529991,7.05,7.78,20.6,1867.6,10.4,0.516
1,0.4,-8.4,8.8,1.16,165.3,171.9,3.5,50.0,0.4174,0.1742,1.0,827.8,0.647,818.0,0.558,0.5,424.09,0.0035,5.9,12.5,2.0,20.90597622199473,10.15,16.2,12.9,795.0,8.13,0.326
2,2.3,-11.0,13.3,1.22,332.3,326.1,2.7,26.0,0.2208,0.0487,3.0,880.4,0.6675,834.0,0.3558,0.5,350.17,0.0155,5.7,11.3,2.0,18.398925519635963,9.81,14.33,18.9,795.0,8.2,0.274
1,-2.9,-13.0,10.1,1.27,291.9,302.1,2.0,61.0,0.509,0.2591,-8.8,1782.9,0.7798,924.0,0.6574,0.5,570.3,0.0301,5.6,13.0,4.0,10.581012524363233,9.64,7.36,15.6,795.0,7.01,0.487
2,4.0,-4.6,8.6,1.54,346.4,339.8,2.7,51.0,0.4238,0.1796,10.1,1761.7,0.5611,749.0,0.5071,0.5,289.43,0.1927,6.3,14.5,2.0,18.659573178337865,10.84,14.44,14.5,795.0,8.86,0.343
1,-2.5,-13.5,11.0,0.8,327.8,331.6,2.3,43.0,0.3616,0.1307,-5.5,1422.2,0.5351,728.0,0.5877,0.5,553.81,0.0917,5.9,10.5,1.0,21.311710796256943,10.15,17.01,18.0,795.0,7.6,0.516
1,-0.6,-11.2,10.6,1.9,331.9,331.8,2.2,59.0,0.4922,0.2423,-1.7,1960.3,0.5977,778.0,0.5238,0.5,465.44,0.6367,5.7,11.8,2.0,12.239889766016365,9.81,9.66,15.0,795.0,6.73,0.453
4,12.6,1.6,11.0,1.85,473.1,466.8,1.9,55.0,0.6915,0.4781,34.5,2594.4,0.7351,888.0,0.6639,0.5,71.13,0.557,4.2,15.0,2.0,8.289156428232939,7.23,6.8,17.6,2524.6,11.64,0.489
2,1.1,-7.7,8.8,1.11,368.7,350.4,3.1,45.0,0.375,0.1407,2.5,1659.2,0.5231,718.0,0.3924,0.5,396.46,0.0001,7.6,14.0,4.0,13.206605821088113,13.08,9.12,16.1,795.0,8.57,0.395
3,3.8,-9.8,13.6,0.89,458.4,446.5,1.6,13.0,0.1089,0.0119,2.5,599.2,0.6427,814.0,0.3135,0.5,297.11,0.0451,5.93,10.7,2.0,15.654308177750792,10.2,12.25,21.8,795.0,6.41,0.338
3,10.6,1.2,9.4,0.75,325.4,318.3,2.9,53.0,0.4907,0.2408,28.0,1722.1,0.8432,975.0,0.3957,0.5,108.93,0.1195,7.0,10.0,3.0,13.914860038806752,12.04,10.51,16.8,795.0,10.34,0.456
4,13.1,4.6,8.4,0.83,524.7,532.8,0.4,15.0,0.1995,0.0398,9.7,778.6,0.8379,970.0,0.3813,0.5,62.96,0.0709,6.9,10.0,4.0,13.51757035663402,11.87,9.61,18.8,795.0,6.49,0.422
3,8.3,-4.3,12.6,0.9,444.4,435.5,2.1,60.0,0.5024,0.2524,25.1,2679.5,0.6732,839.0,0.552,0.5,160.49,0.0404,4.6,8.4,3.0,9.715999801423747,7.91,7.23,20.8,795.0,9.63,0.462
4,12.3,0.1,12.2,1.47,524.9,535.0,0.4,48.0,0.5871,0.3447,29.6,2523.9,0.5413,733.0,0.5306,0.5,75.23,0.1362,4.9,9.0,2.0,15.017131910532484,8.43,11.7,20.2,1340.2,9.22,0.531
4,14.6,4.3,10.3,1.39,463.5,473.6,1.2,47.0,0.7481,0.5596,34.1,2169.8,0.6313,805.0,0.6714,0.5,41.11,0.0827,4.2,12.5,4.0,15.134154496062278,7.23,10.66,18.0,1937.3,11.02,0.522
2,3.2,-5.8,8.9,0.9,397.8,395.2,2.3,40.0,0.3329,0.1108,6.3,1588.8,0.5383,731.0,0.3864,0.5,318.53,0.0391,3.7,10.1,1.0,16.60233185542291,6.37,13.48,17.2,795.0,8.11,0.472
2,5.4,-5.3,10.7,0.99,337.9,338.0,2.0,57.0,0.475,0.2256,15.3,1926.4,0.5996,780.0,0.5369,0.5,244.61,0.012,5.2,12.5,4.0,11.131298757389569,8.95,7.63,17.4,795.0,7.29,0.368
2,3.6,-9.5,13.1,1.56,257.4,248.0,3.2,35.0,0.2929,0.0858,6.4,904.8,1.0,1197.0,0.4741,0.5,301.27,0.2133,6.49,15.0,2.0,10.528214603589145,11.17,8.7,16.8,795.0,6.91,0.466
2,1.5,-11.6,13.1,1.32,306.3,299.2,3.4,54.0,0.4487,0.2014,4.2,1649.5,0.8277,962.0,0.6097,0.5,378.54,0.0493,6.2,8.0,1.0,10.795055620187759,10.67,9.36,18.1,795.0,8.26,0.468
3,7.7,-0.8,8.5,0.92,434.1,420.4,1.2,30.0,0.2503,0.0626,11.6,1303.7,0.7356,888.0,0.3777,0.5,175.82,0.033,4.81,13.5,3.0,21.677807834592137,8.28,16.25,17.3,795.0,6.91,0.258
11,9.2,-0.1,9.3,1.39,352.2,362.1,2.0,16.0,0.1332,0.0177,7.3,562.9,0.7732,919.0,0.2808,0.5,139.32,0.082,4.6,11.7,2.0,8.08130350621671,7.91,6.68,15.5,795.0,7.35,0.416
1,-1.0,-10.1,9.0,1.43,289.3,307.3,3.6,27.0,0.2254,0.0508,-1.4,782.4,0.7175,874.0,0.2963,0.5,485.63,0.1118,3.7,10.1,2.0,18.59530346184269,6.37,14.52,14.3,795.0,8.25,0.407
11,12.2,3.4,8.8,0.95,359.9,372.1,3.3,15.0,0.1734,0.0301,8.8,523.5,0.4985,699.0,0.2975,0.5,78.27,0.0235,5.67,10.0,2.0,9.994898028715461,9.76,7.89,16.3,795.0,8.17,0.309
4,14.8,6.4,8.3,0.78,485.1,473.6,3.2,22.0,0.3609,0.1303,16.4,1074.6,0.4447,656.0,0.4912,0.5,38.73,0.1011,5.9,10.1,2.0,14.465385717090255,10.15,11.2,18.3,1255.8,9.35,0.378
3,7.4,-1.9,9.3,0.66,472.0,464.3,4.0,41.0,0.3389,0.1149,15.0,1919.6,0.527,722.0,0.4977,0.5,185.95,0.1901,5.12,9.7,2.0,12.45437722466708,8.81,9.76,19.1,795.0,10.08,0.479
3,9.1,0.2,8.9,1.26,396.2,417.2,2.4,60.0,0.5037,0.2538,27.6,2394.8,0.8576,986.0,0.5385,0.5,141.04,0.0256,5.16,11.5,3.0,16.6232211506206,8.88,12.55,16.2,795.0,9.62,0.443
4,8.8,-1.3,10.0,1.5,466.6,451.5,2.2,28.0,0.2326,0.0541,12.2,1302.4,0.5206,716.0,0.3848,0.5,149.93,0.1584,4.36,13.5,2.0,12.933836483499775,7.5,10.12,17.6,795.0,6.8,0.297
1,3.9,-5.0,8.9,0.98,222.2,220.9,0.8,48.0,0.3989,0.1591,9.4,1063.6,0.6875,850.0,0.5091,0.5,291.56,0.0134,6.1,5.9,4.0,20.73108335359384,10.5,14.9,14.3,795.0,7.22,0.462
4,13.7,3.0,10.8,0.93,405.6,405.7,1.9,63.0,0.9132,0.8339,43.1,2541.1,0.6311,805.0,0.7779,0.5,52.63,0.028,4.2,11.0,2.0,24.59043170363329,7.23,18.95,18.7,2383.5,11.47,0.558
1,-3.6,-14.4,10.8,1.22,279.3,285.5,3.0,25.0,0.2073,0.043,-4.5,694.9,1.0,1204.0,0.4296,0.5,605.77,0.0136,2.9,13.5,1.0,15.157950669255005,4.99,12.77,16.1,795.0,8.0,0.439
4,13.2,4.0,9.2,1.74,530.0,525.5,0.8,56.0,0.7569,0.5729,36.6,2942.3,0.5315,725.0,0.8045,0.5,61.15,0.4051,5.25,13.4,2.0,14.904877456086838,9.03,11.6,17.3,2973.9,9.51,0.521
4,18.0,8.6,9.4,1.28,487.2,491.9,3.8,61.0,1.0,1.0,54.7,2958.2,0.6165,793.0,0.805,0.5,8.87,0.0338,3.8,10.0,3.0,8.949492047319183,6.54,6.61,17.9,3401.0,12.55,0.531
1,1.0,-9.5,10.6,0.55,231.4,248.5,3.4,27.0,0.2262,0.0512,1.4,628.0,0.9217,1037.0,0.4518,0.5,398.15,0.2971,4.3,10.7,3.0,12.479673505830744,7.4,9.5,16.8,795.0,8.32,0.403
11,2.5,-8.0,10.5,0.98,239.1,216.2,2.8,45.0,0.374,0.1398,5.6,1073.0,0.8633,991.0,0.519,0.5,341.93,0.0142,5.1,7.3,1.0,8.368304527701817,8.78,7.57,15.9,795.0,8.43,0.42
12,1.4,-7.9,9.3,0.72,215.1,218.7,3.7,62.0,0.5139,0.2641,4.3,1326.5,0.5439,735.0,0.6355,0.5,384.09,0.1468,6.19,12.4,1.0,13.938634653909878,10.65,11.49,15.1,795.0,10.19,0.434
12,0.4,-12.5,12.9,0.93,296.9,318.3,2.9,30.0,0.247,0.061,0.6,879.8,0.6725,838.0,0.4144,0.5,424.26,0.0299,3.8,10.0,1.0,17.00694005097305,6.54,13.89,18.7,795.0,7.23,0.368
11,5.3,-5.1,10.4,0.3,320.0,311.3,1.8,31.0,0.2607,0.068,8.2,1001.2,0.6773,842.0,0.2428,0.5,247.89,0.64,2.8,12.5,2.0,14.830510578356392,4.82,11.66,18.7,795.0,9.02,0.504
1,-2.8,-14.1,11.3,1.1,312.1,299.0,2.1,63.0,0.5218,0.2723,-8.8,1954.0,0.4519,662.0,0.4965,0.5,566.2,0.0,4.4,9.0,1.0,12.424417511904176,7.57,10.28,17.3,795.0,10.16,0.458
12,1.2,-11.5,12.7,1.27,271.0,275.5,1.9,29.0,0.2423,0.0587,1.8,787.7,0.6256,800.0,0.3013,0.5,391.48,0.0274,4.1,9.0,3.0,12.880526817667578,7.05,9.56,17.3,795.0,9.39,0.417
2,0.6,-11.6,12.2,1.81,343.1,356.4,0.5,47.0,0.3885,0.1509,1.5,1599.1,0.6244,799.0,0.5882,0.5,414.54,0.4976,3.32,12.5,3.0,14.15153619169655,5.71,10.51,16.7,795.0,7.7,0.447
3,8.5,-2.4,10.9,1.25,487.8,488.7,0.3,33.0,0.2756,0.076,14.0,1613.3,0.4918,693.0,0.4088,0.5,157.32,0.0229,5.1,9.0,2.0,15.944431580781949,8.78,12.35,19.2,795.0,8.3,0.328
4,8.6,-0.4,9.0,0.97,525.9,523.8,3.5,56.0,0.4636,0.2149,23.9,2925.7,0.4715,677.0,0.6663,0.5,153.79,0.0181,6.22,13.8,2.0,23.395796771011206,10.7,17.92,19.0,795.0,8.09,0.619
1,0.4,-12.6,12.9,0.36,250.7,232.6,0.6,61.0,0.5079,0.2579,1.1,1528.0,0.4921,694.0,0.4943,0.5,425.3,0.5427,5.2,15.0,2.0,9.85773694069618,8.95,7.79,19.5,795.0,8.08,0.374
3,8.3,-4.9,13.2,1.74,383.3,379.6,1.5,14.0,0.1132,0.0128,5.6,520.8,0.8914,1013.0,0.2154,0.5,162.12,0.4076,4.9,9.0,1.0,9.463434294931869,8.43,8.41,18.3,795.0,6.99,0.481
11,8.7,-2.6,11.3,0.98,239.9,255.2,0.2,33.0,0.2746,0.0754,14.3,790.3,0.5731,758.0,0.4601,0.5,151.13,0.0142,5.49,11.0,3.0,12.900013322169313,9.45,9.53,16.5,795.0,6.95,0.434
11,7.7,-5.8,13.5,0.88,298.5,289.6,0.9,33.0,0.2751,0.0757,12.7,985.5,0.713,870.0,0.4381,0.5,177.85,0.0477,4.49,11.4,3.0,11.298837530767704,7.73,8.44,19.3,795.0,8.33,0.382
11,7.6,-4.5,12.1,0.78,295.9,287.9,2.2,60.0,0.4987,0.2487,22.6,1771.1,0.7372,890.0,0.4505,0.5,180.75,0.1,5.9,14.7,2.0,16.285390338383998,10.15,12.8,18.4,795.0,9.15,0.453
1,-2.1,-12.4,10.4,0.92,259.4,260.5,0.8,37.0,0.3105,0.0964,-3.9,966.7,0.5307,725.0,0.4155,0.5,532.12,0.033,3.6,12.0,1.0,7.123379363665696,6.19,6.37,16.2,795.0,8.04,0.341
4,12.2,0.5,11.7,0.76,531.1,533.6,1.4,32.0,0.3788,0.1435,19.3,1675.5,0.5414,733.0,0.4184,0.5,77.35,0.1186,5.1,13.0,3.0,15.4286300380691,8.78,11.4,21.7,862.1,8.47,0.463
11,9.2,-2.5,11.7,1.8,347.1,355.8,3.9,23.0,0.1925,0.0371,10.7,801.9,0.8264,961.0,0.2949,0.5,138.53,0.496,3.3,13.0,3.0,8.919839647068738,5.68,6.75,16.4,795.0,7.83,0.399
11,7.9,-3.3,11.2,1.13,302.5,296.1,3.2,64.0,0.5295,0.2803,25.0,1922.2,0.4499,660.0,0.4388,0.5,172.1,0.0008,4.6,9.0,3.0,22.240310881204024,7.91,16.44,17.0,795.0,9.81,0.486
3,4.8,-6.4,11.2,0.86,377.9,389.6,0.2,16.0,0.1325,0.0176,3.8,600.8,0.3764,601.0,0.2659,0.5,261.56,0.0581,3.48,8.6,1.0,11.999326341861305,5.99,9.9,18.8,795.0,6.09,0.427
4,12.5,2.2,10.3,0.76,434.4,426.1,0.6,52.0,0.6487,0.4208,32.4,2242.2,0.4579,666.0,0.6423,0.5,71.55,0.1176,5.6,11.0,1.0,7.2979728054622415,9.64,6.44,19.2,795.0,9.21,0.442
12,3.2,-7.4,10.6,1.45,254.9,261.6,1.5,23.0,0.1906,0.0363,3.7,583.2,0.5711,757.0,0.3917,0.5,316.48,0.1229,3.2,17.5,1.0,17.94691640146756,5.51,14.52,15.0,795.0,6.95,0.365
4,14.2,3.6,10.6,0.99,528.8,543.3,0.2,64.0,0.985,0.9702,45.6,3402.5,0.6448,816.0,0.7827,0.5,46.44,0.0126,4.62,7.9,3.0,12.431097001763092,7.95,9.24,20.2,2496.6,10.93,0.607
2,3.5,-5.0,8.5,1.71,327.3,331.3,1.5,59.0,0.4879,0.2381,10.3,1916.4,0.905,1024.0,0.48,0.5,305.13,0.3679,3.1,10.5,2.0,8.42668956209907,5.33,7.04,13.8,795.0,7.53,0.467
11,8.2,-0.7,8.9,1.19,361.0,356.7,1.5,22.0,0.1857,0.0345,9.1,804.4,0.6818,845.0,0.4001,0.5,163.7,0.0081,2.4,9.5,1.0,15.138973634806351,4.13,12.5,15.8,795.0,7.1,0.533
1,-3.2,-12.3,9.1,1.45,256.3,257.4,1.5,21.0,0.1746,0.0305,-3.4,537.0,0.4668,673.0,0.3569,0.5,586.16,0.1215,3.6,10.0,3.0,18.721244543214276,6.19,13.81,13.8,795.0,6.61,0.46
1,0.8,-13.0,13.7,2.07,336.5,341.9,3.8,44.0,0.3655,0.1336,1.7,1475.9,0.6635,831.0,0.4069,0.5,409.84,0.9379,5.19,11.6,1.0,8.00222544449397,8.93,7.13,17.1,795.0,8.86,0.407
